ogr,libelle,libelle_type,root,root_type,context,chunk,chunk_length,chunk_index,chunk_level
125121,"Procédés de trituration",SAVOIRS THEORIQUES ET PROCEDURAUX,Procédés,ANOUN,"de trituration","Procédés de trituration",3,0,1
125122,"Techniques de calandrage",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de calandrage","Techniques de calandrage",3,0,1
125123,"Utilisation de fours, d'étuves",SAVOIRS THEORIQUES ET PROCEDURAUX,Utilisation,ANOUN,"de fours, d'étuves","Utilisation de fours, d'étuves",6,0,1
125124,"Posage et emboitage en horlogerie",SAVOIRS THEORIQUES ET PROCEDURAUX,Posage,ANOUN,"en horlogerie","Posage en horlogerie",3,0,1
125125,"Habillage de pièces d'horlogerie",SAVOIRS THEORIQUES ET PROCEDURAUX,Habillage,ANOUN,"de pièces d'horlogerie","Habillage de pièces d'horlogerie",5,0,1
125126,"Façonnage de matériaux organiques",SAVOIRS THEORIQUES ET PROCEDURAUX,Façonnage,ANOUN,"de matériaux organiques","Façonnage de matériaux organiques",4,0,1
125127,"Étirage des métaux",SAVOIRS THEORIQUES ET PROCEDURAUX,Étirage,ANOUN,"des métaux","Étirage des métaux",3,0,1
125128,"Techniques de forgeage",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de forgeage","Techniques de forgeage",3,0,1
125129,"Techniques de laminage",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de laminage","Techniques de laminage",3,0,1
125130,"Techniques de martelage",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de martelage","Techniques de martelage",3,0,1
125131,"Techniques de planage",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de planage","Techniques de planage",3,0,1
125133,"Dorure à la feuille",SAVOIRS THEORIQUES ET PROCEDURAUX,Dorure,ANOUN,"à la feuille","Dorure à la feuille",4,0,1
125134,"Gravure au pointillé",SAVOIRS THEORIQUES ET PROCEDURAUX,Gravure,ANOUN,"au pointillé","Gravure au pointillé",3,0,1
125135,"Gravure au stylet",SAVOIRS THEORIQUES ET PROCEDURAUX,Gravure,ANOUN,"au stylet","Gravure au stylet",3,0,1
125136,"Gravure de lettres et chiffres",SAVOIRS THEORIQUES ET PROCEDURAUX,Gravure,ANOUN,"de lettres et chiffres","Gravure de lettres et chiffres",5,0,1
125137,"Gravure de motifs géométriques",SAVOIRS THEORIQUES ET PROCEDURAUX,Gravure,ANOUN,"de motifs géométriques","Gravure de motifs géométriques",4,0,1
125138,"Gravure décorative",SAVOIRS THEORIQUES ET PROCEDURAUX,Gravure,ANOUN,"décorative","Gravure décorative",2,0,1
125139,"Gravure en creux",SAVOIRS THEORIQUES ET PROCEDURAUX,Gravure,ANOUN,"en creux","Gravure en creux",3,0,1
125140,"Gravure en relief",SAVOIRS THEORIQUES ET PROCEDURAUX,Gravure,ANOUN,"en relief","Gravure en relief",3,0,1
125141,"Gravure héraldique",SAVOIRS THEORIQUES ET PROCEDURAUX,Gravure,ANOUN,"héraldique","Gravure héraldique",2,0,1
125143,"Hygiène hospitalière",SAVOIRS THEORIQUES ET PROCEDURAUX,Hygiène,ANOUN,"hospitalière","Hygiène hospitalière",2,0,1
125144,"Monter les accessoires d'engins forestiers",ACTIVITE DE BASE ET/OU SPECIFIQUE,Monter,AVERB,"les accessoires d'engins forestiers","monter les accessoires d'engins forestiers",6,0,1
125145,"Nettoyage mécanique ou motorisé",SAVOIRS THEORIQUES ET PROCEDURAUX,Nettoyage,ANOUN,"mécanique ou motorisé","Nettoyage mécanique ou motorisé",4,0,1
125146,"Définir l'exécution d'un ouvrage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"l'exécution d'un ouvrage","définir l'exécution d'un ouvrage",6,0,1
125146,"Définir l'exécution d'un ouvrage",ACTIVITE DE BASE ET/OU SPECIFIQUE,exécution,ANOUN,"d'un ouvrage","exécution d'un ouvrage",4,1,2
125147,"Nettoyer des colonnes sèches, gaines et locaux de vide-ordures",ACTIVITE DE BASE ET/OU SPECIFIQUE,Nettoyer,AVERB,"des colonnes sèches, gaines et locaux de vide-ordures","nettoyer des colonnes sèches, gaines et locaux de vide-ordures",10,0,1
125148,"Définir un style d'accessoire",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"un style d'accessoire","définir un style d'accessoire",5,0,1
125149,"Caractéristiques d'autolaveuse",SAVOIRS THEORIQUES ET PROCEDURAUX,Caractéristiques,ANOUN,"d'autolaveuse","Caractéristiques d'autolaveuse",3,0,1
125150,"Machine de nettoyage haute pression",SAVOIRS THEORIQUES ET PROCEDURAUX,Machine,ANOUN,"de nettoyage haute pression","Machine de nettoyage haute pression",5,0,1
125151,"Machine de nettoyage à injection ou extraction",SAVOIRS THEORIQUES ET PROCEDURAUX,Machine,ANOUN,"de nettoyage à injection ou extraction","Machine de nettoyage à injection ou extraction",7,0,1
125152,"Machine de nettoyage électromécanique",SAVOIRS THEORIQUES ET PROCEDURAUX,Machine,ANOUN,"de nettoyage électromécanique","Machine de nettoyage électromécanique",4,0,1
125154,"Définir les caractéristiques esthétiques d'un ouvrage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"les caractéristiques esthétiques d'un ouvrage","définir les caractéristiques esthétiques d'un ouvrage",7,0,1
125155,"Désinfecter et décontaminer des locaux sensibles",ACTIVITE DE BASE ET/OU SPECIFIQUE,Désinfecter,AVERB,"des locaux sensibles","désinfecter des locaux sensibles",4,0,1
125155,"Désinfecter et décontaminer des locaux sensibles",ACTIVITE DE BASE ET/OU SPECIFIQUE,décontaminer,AVERB,"des locaux sensibles","décontaminer des locaux sensibles",4,1,1
125156,"Définir les étapes d'intervention pour le façonnage ou la décoration d'un objet",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"les étapes d'intervention pour le façonnage ou la décoration d'un objet","définir les étapes d'intervention pour le façonnage ou la décoration d'un objet",14,0,1
125156,"Définir les étapes d'intervention pour le façonnage ou la décoration d'un objet",ACTIVITE DE BASE ET/OU SPECIFIQUE,décoration,ANOUN,"d'un objet","décoration d'un objet",4,2,2
125156,"Définir les étapes d'intervention pour le façonnage ou la décoration d'un objet",ACTIVITE DE BASE ET/OU SPECIFIQUE,façonnage,ANOUN,"d'un objet","façonnage d'un objet",4,1,1
125157,"Caractériser des signaux en temps et en fréquence",ACTIVITE DE BASE ET/OU SPECIFIQUE,Caractériser,AVERB,"des signaux en temps et en fréquence","caractériser des signaux en temps et en fréquence",8,0,1
125158,"Entretenir les équipements de collecte de déchets",ACTIVITE DE BASE ET/OU SPECIFIQUE,Entretenir,AVERB,"les équipements de collecte de déchets","entretenir les équipements de collecte de déchets",7,0,1
125158,"Entretenir les équipements de collecte de déchets",ACTIVITE DE BASE ET/OU SPECIFIQUE,équipements,ANOUN,"de collecte de déchets","équipements de collecte de déchets",5,1,2
125159,"Définir un style de chaussures",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"un style de chaussures","définir un style de chaussures",5,0,1
125160,"Caractéristiques des articles chaussants",SAVOIRS THEORIQUES ET PROCEDURAUX,Caractéristiques,ANOUN,"des articles chaussants","Caractéristiques des articles chaussants",4,0,1
125161,"Superviser des fonctions administratives et financières",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"des fonctions administratives et financières","superviser des fonctions administratives et financières",6,0,1
125162,"Ligne de traitement de surface",SAVOIRS THEORIQUES ET PROCEDURAUX,Ligne,ANOUN,"de traitement de surface","Ligne de traitement de surface",5,0,1
125163,"Améliorer un équipement",ACTIVITE DE BASE ET/OU SPECIFIQUE,Améliorer,AVERB,"un équipement","améliorer un équipement",3,0,1
125164,"Configurer un automate programmable (API)",ACTIVITE DE BASE ET/OU SPECIFIQUE,configurer,AVERB,"un automate programmable","configurer un automate programmable",4,0,1
125165,"Vendre des biens aux enchères",ACTIVITE DE BASE ET/OU SPECIFIQUE,Vendre,AVERB,"des biens aux enchères","vendre des biens aux enchères",5,0,1
125166,"Expertiser des biens",ACTIVITE DE BASE ET/OU SPECIFIQUE,Expertiser,AVERB,"des biens","expertiser des biens",3,0,1
125167,"Débiter de la matière métallique",ACTIVITE DE BASE ET/OU SPECIFIQUE,débiter,AVERB,"de matière métallique","débiter de matière métallique",4,0,1
125168,"Tracer des développés",ACTIVITE DE BASE ET/OU SPECIFIQUE,Tracer,AVERB,"des développés","tracer des développés",3,0,1
125169,"Reporter des cotes",ACTIVITE DE BASE ET/OU SPECIFIQUE,Reporter,AVERB,"des cotes","reporter des cotes",3,0,1
125170,"Caractéristiques des turbines à gaz",SAVOIRS THEORIQUES ET PROCEDURAUX,Caractéristiques,ANOUN,"des turbines à gaz","Caractéristiques des turbines à gaz",5,0,1
125171,"Caractéristiques des turbines à vapeur",SAVOIRS THEORIQUES ET PROCEDURAUX,Caractéristiques,ANOUN,"des turbines à vapeur","Caractéristiques des turbines à vapeur",5,0,1
125172,"Caractéristiques des turbines hydroélectriques",SAVOIRS THEORIQUES ET PROCEDURAUX,Caractéristiques,ANOUN,"des turbines hydroélectriques","Caractéristiques des turbines hydroélectriques",4,0,1
125173,"Dimensionner du métal",ACTIVITE DE BASE ET/OU SPECIFIQUE,Dimensionner,AVERB,"du métal","dimensionner du métal",3,0,1
125174,"Fiche de vie d'un matériel ou équipement",SAVOIRS THEORIQUES ET PROCEDURAUX,Fiche,ANOUN,"de vie d'un matériel ou équipement","Fiche de vie d'un matériel ou équipement",8,0,1
125175,"Monter des fûts, barriques ou foudres",ACTIVITE DE BASE ET/OU SPECIFIQUE,Monter,AVERB,"des fûts, barriques ou foudres","monter des fûts, barriques ou foudres",7,0,1
125176,"Contrôler l'étanchéité d'un produit de tonnellerie",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"l'étanchéité d'un produit de tonnellerie","contrôler l'étanchéité d'un produit de tonnellerie",8,0,1
125180,"Mettre en place des moyens de manutention et de levage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Mettre,AVERB,"en place des moyens de manutention et de levage","mettre en place des moyens de manutention et de levage",10,0,1
125181,"Monter un échafaudage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Monter,AVERB,"un échafaudage","monter un échafaudage",3,0,1
125182,"Gravure sur verre à la meule, à la roue",SAVOIRS THEORIQUES ET PROCEDURAUX,Gravure,ANOUN,"sur verre à la meule, à la roue","Gravure sur verre à la meule, à la roue",10,0,1
125183,"Grisaille, cémentation sur verre",SAVOIRS THEORIQUES ET PROCEDURAUX,Grisaille,ANOUN,", cémentation sur verre","Grisaille, cémentation sur verre",5,0,1
125185,"Peinture sur verre",SAVOIRS THEORIQUES ET PROCEDURAUX,Peinture,ANOUN,"sur verre","Peinture sur verre",3,0,1
125186,"Polissage, dépolissage de verre",SAVOIRS THEORIQUES ET PROCEDURAUX,Polissage,ANOUN,"de verre","Polissage de verre",3,1,1
125186,"Polissage, dépolissage de verre",SAVOIRS THEORIQUES ET PROCEDURAUX,dépolissage,ANOUN,"de verre","dépolissage de verre",3,0,1
125187,"Techniques de sablage de verre",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de sablage de verre","Techniques de sablage de verre",5,0,1
125188,"Techniques de taille du verre",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de taille du verre","Techniques de taille du verre",5,0,1
125189,"Analyser un signal électromagnétique ou acoustique",ACTIVITE DE BASE ET/OU SPECIFIQUE,Analyser,AVERB,"un signal électromagnétique ou acoustique","analyser un signal électromagnétique ou acoustique",6,0,1
125190,"Garnir d'accessoires des pièces ou des articles",ACTIVITE DE BASE ET/OU SPECIFIQUE,Garnir,AVERB,"d'accessoires des pièces ou des articles","garnir d'accessoires des pièces ou des articles",8,0,1
125191,"Décorer des pièces ou des articles",ACTIVITE DE BASE ET/OU SPECIFIQUE,Décorer,AVERB,"des pièces ou des articles","décorer des pièces ou des articles",6,0,1
125192,"Déterminer les composantes d'une teinte, couleur",ACTIVITE DE BASE ET/OU SPECIFIQUE,Déterminer,AVERB,"les composantes d'une teinte, couleur","déterminer les composantes d'une teinte, couleur",8,0,1
125193,"Fabriquer des peintures, des laques, des émaux",ACTIVITE DE BASE ET/OU SPECIFIQUE,Fabriquer,AVERB,"des peintures, des laques, des émaux","fabriquer des peintures, des laques, des émaux",9,0,1
125194,"Définir la composition finale d'un produit",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"la composition finale d'un produit","définir la composition finale d'un produit",7,0,1
125194,"Définir la composition finale d'un produit",ACTIVITE DE BASE ET/OU SPECIFIQUE,composition,ANOUN,"finale d'un produit","composition finale d'un produit",5,1,2
125195,"Empiler des pièces crues ou émaillées",ACTIVITE DE BASE ET/OU SPECIFIQUE,Empiler,AVERB,"des pièces crues ou émaillées","empiler des pièces crues ou émaillées",6,0,1
125196,"Cuire des articles de poterie",ACTIVITE DE BASE ET/OU SPECIFIQUE,cuire,AVERB,"des articles de poterie","cuire des articles de poterie",5,0,1
125197,"Maintenir en état la couverture et les pages d'un ouvrage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Maintenir,AVERB,"en état la couverture et les pages d'un ouvrage","maintenir en état la couverture et les pages d'un ouvrage",11,0,1
125197,"Maintenir en état la couverture et les pages d'un ouvrage",ACTIVITE DE BASE ET/OU SPECIFIQUE,couverture,ANOUN,"d'un ouvrage","couverture d'un ouvrage",4,1,1
125198,"Intégrer un script",ACTIVITE DE BASE ET/OU SPECIFIQUE,Intégrer,AVERB,"un script","intégrer un script",3,0,1
125199,"Rédiger un script",ACTIVITE DE BASE ET/OU SPECIFIQUE,Rédiger,AVERB,"un script","rédiger un script",3,0,1
125200,"Débiter des blocs de pierre",ACTIVITE DE BASE ET/OU SPECIFIQUE,Débiter,AVERB,"des blocs de pierre","débiter des blocs de pierre",5,0,1
125201,"Concevoir un équipement",ACTIVITE DE BASE ET/OU SPECIFIQUE,Concevoir,AVERB,"un équipement","concevoir un équipement",3,0,1
125202,"Définir la composition d'un vêtement",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"la composition d'un vêtement","définir la composition d'un vêtement",6,0,1
125202,"Définir la composition d'un vêtement",ACTIVITE DE BASE ET/OU SPECIFIQUE,composition,ANOUN,"d'un vêtement","composition d'un vêtement",4,1,2
125203,"Caractéristiques des articles de lingerie/balnéaire/corseterie",SAVOIRS THEORIQUES ET PROCEDURAUX,Caractéristiques,ANOUN,"des articles de lingerie / balnéaire / corseterie","Caractéristiques des articles de lingerie / balnéaire / corseterie",9,0,1
125204,"Définir un style de supports textiles",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"un style de supports textiles","définir un style de supports textiles",6,0,1
125205,"Caractéristiques des supports textiles",SAVOIRS THEORIQUES ET PROCEDURAUX,Caractéristiques,ANOUN,"des supports textiles","Caractéristiques des supports textiles",4,0,1
125206,"Caractéristiques des vêtements professionnels et de cérémonie",SAVOIRS THEORIQUES ET PROCEDURAUX,Caractéristiques,ANOUN,"des vêtements professionnels et de cérémonie","Caractéristiques des vêtements professionnels et de cérémonie",7,0,1
125207,"Définir un style de produits textiles",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"un style de produits textiles","définir un style de produits textiles",6,0,1
125208,"Caractéristiques des linges de maison",SAVOIRS THEORIQUES ET PROCEDURAUX,Caractéristiques,ANOUN,"des linges de maison","Caractéristiques des linges de maison",5,0,1
125209,"Encadrer des oeuvres graphiques ou des objets",ACTIVITE DE BASE ET/OU SPECIFIQUE,Encadrer,AVERB,"des oeuvres graphiques ou des objets","encadrer des oeuvres graphiques ou des objets",7,0,1
125210,"Définir des paramètres de configuration",ACTIVITE DE BASE ET/OU SPECIFIQUE,Définir,AVERB,"des paramètres de configuration","définir des paramètres de configuration",5,0,1
125211,"Démarrer un appareil de projection",ACTIVITE DE BASE ET/OU SPECIFIQUE,Démarrer,AVERB,"un appareil de projection","démarrer un appareil de projection",5,0,1
125212,"Charger des bobines",ACTIVITE DE BASE ET/OU SPECIFIQUE,charger,AVERB,"des bobines","charger des bobines",3,0,1
125213,"Lancer une projection manuellement ou au moyen d'un pupitre de commande",ACTIVITE DE BASE ET/OU SPECIFIQUE,Lancer,AVERB,"une projection manuellement ou au moyen d'un pupitre de commande","lancer une projection manuellement ou au moyen d'un pupitre de commande",12,0,1
125214,"Diriger des acteurs",ACTIVITE DE BASE ET/OU SPECIFIQUE,Diriger,AVERB,"des acteurs","diriger des acteurs",3,0,1
125215,"Diriger des équipes techniques sur un tournage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Diriger,AVERB,"des équipes techniques sur un tournage","diriger des équipes techniques sur un tournage",7,0,1
125216,"Diriger des interprètes",ACTIVITE DE BASE ET/OU SPECIFIQUE,Diriger,AVERB,"des interprètes","diriger des interprètes",3,0,1
125217,"Ecrire un scénario",ACTIVITE DE BASE ET/OU SPECIFIQUE,Ecrire,AVERB,"un scénario","ecrire un scénario",3,0,1
125218,"Écrire les paroles d'une chanson",ACTIVITE DE BASE ET/OU SPECIFIQUE,paroles,ANOUN,"d'une chanson","paroles d'une chanson",4,1,2
125218,"Écrire les paroles d'une chanson",ACTIVITE DE BASE ET/OU SPECIFIQUE,Écrire,AVERB,"les paroles d'une chanson","écrire les paroles d'une chanson",6,0,1
125219,"Écrire des partitions de danse",ACTIVITE DE BASE ET/OU SPECIFIQUE,Écrire,AVERB,"des partitions de danse","écrire des partitions de danse",5,0,1
